id,title,year,duration,description,rating,genres,cast,studio,poster_path
1000065,Blade Runner 2049,2017.0,164.0,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",4.12,Drama|Science Fiction,"Ana de Armas, André Lukács Molnár, Barkhad Abdi, Ben Thompson, Carla Juri, Dave Bautista, David Benson, David Dastmalchian, Edward James Olmos, Elarica Johnson, Ellie Wright, Ferenc Györgyi, Frank Sinatra, Harrison Ford, Hiam Abbass, István Göz, Jared Leto, Joshua Tersoo Allagh, Kincsö Sánta, Kingston Taylor, Konstantin Pál, Krista Kosonen, Lennie James, Loren Peta, Mackenzie Davis, Mark Arnold, Mary Lukasiewicz, Pál Nyári, Robin Wright, Ryan Gosling, Sallie Harmsen, Samuel Brown, Sean Young, Stephen Triffitt, Suzie Kennedy, Sylvia Hoeks, Tómas Lemarquis, Vilma Szécsi, Wood Harris, Zoltán Béres",16:14 Entertainment|Alcon Entertainment|Bud Yorkin Productions|Columbia Pictures|Scott Free Productions|Thunderbird Entertainment|Torridon Films,data/posters\1000065.jpg
1000066,The Perks of Being a Wallflower,2012.0,103.0,"Pittsburgh, Pennsylvania, 1991. High school freshman Charlie is a wallflower, always watching life from the sidelines, until two senior students, Sam and her stepbrother Patrick, become his mentors, helping him discover the joys of friendship, music and love…",3.92,Drama,"Adam Hagenbuch, Atticus Cain, Brian Balzerini, Chelsea Zhang, Dihlon McManne, Dylan McDermott, Emily Marie Callaway, Emma Watson, Erin Wilhelmi, Ezra Miller, Isabel Muschweck, Jennifer Enskat, Jesse Scheirer, Joan Cusack, Joe Fishel, Johnny Simmons, Jordan Paley, Julia Garner, Julie Marie Schaefer, Justine Nicole Schaefer, Kate Walsh, Landon Pigg, Laurie Klatscher, Leo Miles Farmerie, Logan Lerman, Mae Whitman, Mark McClain Wilson, Melanie Lynskey, Morgan Wolk, Nicholas Braun, Nina Dobrev, Patrick de Ledebur, Paul Rudd, Reece Thompson, Stacy Chbosky, Timothy Breslin, Tom Kruszewski, Tom Savini, William L. Thomas, Zane Holtz",Mr. Mudd Production,data/posters\1000066.jpg
1000067,The Lord of the Rings: The Fellowship of the Ring,2001.0,179.0,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",4.37,Action|Adventure|Fantasy,"Alan Howard, Alan Lee, Andrew Munro, Andrew Stehlin, Andy Serkis, Ben Britton, Ben Fransham, Ben Price, Betty Adams, Billy Boyd, Billy Jackson, Blair Morton, Bob Blackwell, Branko Dordevich, Brent McIntyre, Bret McKenzie, Cameron Rhodes, Cate Blanchett, Chris Ryan, Chris Streeter, Christopher Lee, Clinton Ulyatt, Craig Parker, Daniel Andrews, David Houma, David J. Muzzerall, David Weatherley, Dean Morganty, Dominic Monaghan, Elijah Wood, Gareth Jensen, Gino Acevedo, Grant Roa, Greg Lane, Greg Morrison, Harry Sinclair, Hugo Weaving, Ian Holm, Ian McKellen, Ian Mune, Jarl Benzon, Jed Brophy, Jeff Kingsford-Brown, Jo Surgison, John Rhys-Davies, Jonathan Harding, Jonathan Jordan, Jono Manks, Jørn Benzon, Katie Jackson, Ken Stratton, Kester Fordham, Lance Fabian Kemp, Lani Jackson, Larry Rew, Lawrence Makoare, Lee Hartley, Liv Tyler, Liz Merton, Lynden Berrymen, Mana Hira Davis, Mark Ferguson, Marta Martí, Marton Csokas, Martyn Sanderson, Matt Appleton, Megan Edwards, Michael Elsworth, Mike Stearne, Noel Appleby, Norman Cates, Orlando Bloom, Paul Bryson, Paul Shapcott, Peter Daube, Peter Jackson, Peter Lyon, Peter McKenzie, Phil Grieve, Phoebe Gittins, Rachel Clentworth, Ralph Johnson, Randall William Cook, Ray Henwood, Richard Maybery, Riley Brophy, Rodney Bane, Ryan Carey, Sabine Crossen, Sacha Lee, Sala Baker, Sam Kelly, Sam La Hood, Samuel E. Shore, Sarah McLeod, Sean Astin, Sean Bean, Semi Kuresa, Shane Dawson, Shane Rangi, Sharon Maxwell, Siaosi Fonua, Stu Johnson, Tack Daniel, Taea Hartwell, Thomas Robins, Tim Kano, Tim McLachlan, Tim Wong, Timothy Bartlett, Victoria Beynon-Cole, Viggo Mortensen, Vincent Roxburgh, Warren Green, Winham Hammond, Xander Forterie, Zo Hartley",New Line Cinema|The Saul Zaentz Company|WingNut Films,data/posters\1000067.jpg
1000068,The Shawshank Redemption,1994.0,142.0,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",4.55,Crime|Drama,"Alan R. Kessler, Alfonso Freeman, Alonzo F. Jones, Bill Bolender, Bob Gunton, Brian Brophy, Brian Delate, Brian Libby, Charlie Kearns, Chuck Brauchler, Claire Slemmer, Clancy Brown, Cornell Wallace, Dana Snyder, David Proval, Dennis Baker, Dion Anderson, Don McManus, Donald Zinn, Dorothy Silver, Eugene C. DePasquale, Frank Medrano, Fred Culbertson, Gary A. Jones, Gary Lee Davis, Gil Bellows, Gordon Greene, Harold E. Cope Jr., James Babson, James Kisicki, James Whitmore, Jeffrey DeMunn, Joe Pecoraro, John D. Craig, John E. Summers, John Horton, John R. Woodward, Joseph Ragno, Jude Ciccolella, Ken Magee, Larry Brandenburg, Mack Miles, Mark Rolston, Morgan Freeman, Morgan Lund, Ned Bellamy, Neil Giuntoli, Neil Summers, Paul Kennedy, Paul McCrane, Renee Blaine, Rob Reider, Robert Haley, Rohn Thomas, Ron Newell, Scott Mann, Sergio Kato, Tim Robbins, Vincent Foster, William Sadler",Castle Rock Entertainment,data/posters\1000068.jpg
1000069,Past Lives,2023.0,106.0,"Nora and Hae Sung, two childhood friends, are reunited in New York for one fateful week as they confront notions of destiny, love, and the choices that make a life.",4.18,Drama|Romance,"An Min-young, Chang Ki-ha, Chase Sui Wonders, Choi Won-young, Choi Yoon-seo, Conrad Schott, Emily Cass McDonnell, Federico Rodriguez, Greta Lee, Hwang Seung-eon, Isaac Powell, Jack Alberts, Jane Yubin Kim, Jay Karales, Jin Si-ah, John Magaro, Jojo T. Gibbs, Kristen Sieh, Moon Seung-ah, Oge Agulué, Park Jun-hyuk, Seo Yeon-woo, Shin Hee-cheol, Song Noo-ri, Teo Yoo, Yim Seung-min, Yoon Ji-hye",2AM|A24|CJ ENM|Killer Films,data/posters\1000069.jpg
1000070,Good Will Hunting,1997.0,127.0,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",4.3,Drama,"Alison Folland, Ann Matacunas, Barna Moricz, Ben Affleck, Bruce Hunter, Casey Affleck, Chas Lawther, Chris Britton, Christian Harmony, Cole Hauser, Colleen McCauley, Dan Washington, Daniel Olsen, David Eisner, Derrick Bridgeman, Francesco Clemente, Frank Nakashima, George Plimpton, Harmony Korine, James Allodi, Jennifer Deathe, Jessica Morton, Jimmy Flynn, Joe Cannon, John Mighton, Kevin Rushton, Libby Geller, Matt Damon, Matt Mercier, Michael Arthur, Minnie Driver, Patrick O'Donnell, Paul McGillicuddy, Philip Williams, Rachel Majorowski, Ralph St. George, Richard Fitzpatrick, Riva Di Paola, Rob Lynds, Rob Lyons, Robert Talvano, Robin Williams, Scott William Winters, Shannon Egleson, Stellan Skarsgård, Stephen L'Heureux, Steven Kozlowski, Thomas Lundy, Vik Sahay",Be Gentlemen Limited Partnership|Lawrence Bender Productions|Miramax,data/posters\1000070.jpg
1000071,Coco,2017.0,105.0,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",4.12,Adventure|Animation|Family|Music,"Alanna Ubach, Alfonso Arau, Ana Ofelia Murguía, Anthony Gonzalez, Benjamin Bratt, Blanca Araceli, Carla Medina, Cheech Marin, Dyana Ortelli, Edward James Olmos, Gabriel Iglesias, Gael García Bernal, Herbert Siguenza, Jaime Camil, John Ratzenberger, Lombardo Boyar, Luis Valdez, Montse Hernandez, Natalia Cordova-Buckley, Octavio Solis, Polo Rojas, Renée Victor, Salvador Reyes, Selene Luna, Sofía Espinosa",Pixar|Walt Disney Pictures,data/posters\1000071.jpg
1000072,Mad Max: Fury Road,2015.0,121.0,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.",4.19,Action|Adventure|Science Fiction,"Abbey Lee, Abel Hofflin, Albert Lee, Angus Sampson, Antoinette Kellerman, Ben Smith-Petersen, Callum Gallagher, Cass Cumerford, Charlize Theron, Chris Patton, Christian Fane, Christina Koch, Coco Jack Gillies, Courtney Eaton, Crusoe Kurddal, Darren Mitchell, Elizabeth Cunico, Ferdinand Hengombe, Fletcher Gill, Gadaffi Davsab, Gillian Jones, Greg Van Borssum, Hiroshi Kasuga, Hugh Keays-Byrne, Hunter Stratton Boland, Iota, Jackson Hengombe, Jennifer Hagan, John Howard, John Walton, Jon Iles, Josh Helman, Joy Smithers, Judd Wild, Lee Perry, Maycn Van Borssum, Megan Gale, Melissa Jaffer, Melita Jurišić, Nathan Jenkins, Nathan Jones, Nicholas Hoult, Noddy Alfred, Quentin Kenihan, Richard Carter, Richard Norton, Riley Keough, Riley Paton, Ripley Voeten, Robert Jones, Rosie Huntington-Whiteley, Russ McCarroll, Sebastian Dickins, Shyan Tonga, Stephen Dunlevy, Tom Hardy, Vincent Roxburgh, Whiley Toll, Zoë Kravitz",Kennedy Miller Mitchell|Kennedy Miller Productions|Village Roadshow Pictures|Warner Bros. Pictures,data/posters\1000072.jpg
1000073,Don't Look Up,2021.0,138.0,"Two low-level astronomers, upon discovering that a meteor will strike the Earth in six months, go on a media tour to try to warn the world but find an unreceptive and unbelieving populace.",3.01,Comedy|Drama|Science Fiction,"Adila Rajeh, Ahmad Rajeh, Aimee Doherty, Alaina Pinto, Alex Huynh, Alexandra Zilch, Alison Weller, Allyn Burrows, Alvin Keith, Amanda Cass, Anania Williams, Andrew Haserlat, Annette Miller, Anthony Marrese, Ariana Grande, Ashleigh Banfield, Barbara Douglass, Beau Allen, Ben Sidell, Bianca de la Garza, Bill Mootos, Brahms Guignard, Brian Faherty, Caitlin Ishibashi, Caroline Bergwall, Cate Blanchett, Celeste Oliva, Chris Evans, Chris Everett, Christopher Deschenes, Claire Davis, Conor Sweeney, Conrad Perry, Coran Spardakis Henley, Daniela August, Danielle Waxman, Darryl Wooten, David J. Curtis, Dee Nelson, Dorothy Dwyer, Ed Peed, Elder Isaiah Perez, Erik Parillo, Frank Ridley, Gary Tanguay, Georgia Lyman, Graham Holmes, Hettienne Park, Himesh Patel, Homa Sarabi Daunis, Ishaan Khattar, J.P. Aaron, J.T. Turner, Jack Alberts, Jacob Sanditen, Jaden Onwuakor, Jayne McLendon, Jeffrey Smith, Jennifer Lawrence, Jody O'Neil, John Bucy, Jon Glaser, Jonah Hill, Jonathan Kobs, Joy Lang, June Holmes, Juri Love, Kareem Rajeh, Kevin Craig West, Khaldoun Rajeh, Khaled Rajeh, Kid Cudi, Lance A. Williams, Lance Norris, Leonardo DiCaprio, Lewis D. Wheeler, Liev Schreiber, Lizzie Short, Lonnie Farmer, Luan Gallagher, Mark Rylance, Matt Rouillard, Meara Mahoney Gross, Meghan Leathers, Melanie Lynskey, Meryl Streep, Michael Chiklis, Michael Jibrin, Mishka Yarovoy, Natalie Rebenkoff, Nate Richman, Nicholai Senat, Odis Spencer, Omar Ghonim, Patricia DeHaney, Patrick Gover, Patrick Michael Strange, Patti Tippo, Paul Guilfoyle, Paul Marini, Rafael Silva, Ralph M. Studley, Rebecca Gibel, Rena Maliszewski, Richard Donelly, Richard Snee, Rob Lévesque, Rob Morgan, Robert Hurst Radochia, Robert Joy, Roman Mitichyan, Ron Perlman, Ross Partridge, Sam Zephir, Samsara Yett, Sarah Nolen, Sarah Silverman, Sergei Bushmanov, Sheren Rajeh, Shimali de Silva, Staci Roberts, Stephen Thorne, Steve Gagliastro, Sujoy De, Therese Plaehn, Timothée Chalamet, Ting Lik, Tomer Sisley, Tori Davis Lawlor, Tyler Perry, Wendy Bellevue, Wes Johnson, Zach Holmes",Hyperobject Industries,data/posters\1000073.jpg
1000074,Titanic,1997.0,194.0,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",3.81,Drama|Romance,"Aaron James Cash, Alexandra Boyd, Alexandrea Owens, Amy Gaipa, Anatoly M. Sagalevitch, Anders Falk, Andie Hicks, Anne Fletcher, Barry Dennen, Bernard Fox, Bernard Hill, Bill Paxton, Billy Zane, Bjørn Olsen, Bobbie Bates, Brendan Connolly, Bret Aaron Knower, Brian McDermott, Brian Walsh, Bruno Campolo, Camilla Overbye Roos, Charlotte Chatton, Chris Byrne, Craig Kelly, Dan Pettersson, Danny Nucci, David Cronnelly, David Warner, Derek Lea, Diana Morgan, Don Lynch, Edmond Alan Forsyth, Edward Fletcher, Elsa Raven, Emmett James, Eric Braeden, Erik Holland, Ewan Stewart, Fannie Brett, Frances Fisher, Garth Wilton, Gloria Stuart, Greg Ellis, Gregory Cooke, Ioan Gruffudd, James Cameron, James Garrett, James Lancaster, Jari Kinnunen, Jason Barry, Jenette Goldstein, John Slade, John Walcutt, Johnny Martin, Jonathan Evans-Jones, Jonathan Hyde, Jonny Phillips, Julene Renee, Kate Winslet, Kathleen S. Dunn, Kathy Bates, Kevin De La Noy, Kevin Owers, Kris Andersson, Laramie Landis, Leonardo DiCaprio, Lew Palter, Lewis Abernathy, Liam Tuohy, Linda Kerns, Lisa Ratzin, Mandana Marino, Marc Cass, Mark Capri, Mark Lindsay Chapman, Mark Rafael Truitt, Martin East, Martin Hub, Martin Jarvis, Meghan McLeod, Michael Ensign, Mike Butters, Mike O'Neal, Nicholas Cascone, Nick Meaney, Oliver Page, Olivia Rosewood, Paul Brightwell, Paul Herbert, Phil Parlapiano, R. Gern Trowbridge, Rebecca Klingler, Reece P. Thompson III, Richard Ashton, Richard Fox, Richard Graham, Rochelle Rose, Rocky Taylor, Romeo Francis, Ron Donachie, Rosalind Ayres, Ryan McClurkin, Scott G. Anderson, Scott Hislop, Sean Lawlor, Sean Nepita, Seth Adkins, Shay Duffin, Simon Crane, Stan Mazin, Steven Quale, Suzy Amis, Terry Forrestal, Tony Kenny, Tricia O'Neil, Van Ling, Vern Urich, Victor Garber",20th Century Fox|Lightstorm Entertainment|Paramount,data/posters\1000074.jpg
1000075,Challengers,2024.0,132.0,"Tennis player turned coach Tashi has taken her husband, Art, and transformed him into a world-famous Grand Slam champion. To jolt him out of his recent losing streak, she signs him up for a ""Challenger"" event — close to the lowest level of pro tournament — where he finds himself standing across the net from his former best friend and Tashi's former boyfriend.",4.06,Drama|Romance,"A.J. Lister, Alex Bancila, Andrew Rogers, Beverly Kristenson Helton, Brad Gilbert, Bryan Doo, Burgess Byrd, Caleb Schneider, Chris Fowler, Christine Dye, Connor Aulson, Darnell Appling, Doria Bramante, Emma Davis, Hailey Gates, Hudson Rivera, Jake Jensen, James Sylva, Jason Tong, Joan Mcshane, Josh O'Connor, Kenneth A. Osherow, Kevin Collins, Konrad Ryba, Mary Joe Fernández, Mike Faist, Nada Despotovich, Naheem Garcia, Noah Eisenberg, Sam Xu, Shane T Harris, Zendaya",Frenesy Film|Metro-Goldwyn-Mayer|Pascal Pictures|Why Are You Acting? Productions,data/posters\1000075.jpg
1000076,Drive,2011.0,100.0,"Driver is a skilled Hollywood stuntman who moonlights as a getaway driver for criminals. Though he projects an icy exterior, lately he's been warming up to a pretty neighbor named Irene and her young son, Benicio. When Irene's husband gets out of jail, he enlists Driver's help in a million-dollar heist. The job goes horribly wrong, and Driver must risk his life to protect Irene and Benicio from the vengeful masterminds behind the robbery.",3.94,Crime|Drama|Thriller,"Albert Brooks, Andy San Dimas, Bryan Cranston, Carey Mulligan, Cesar Garcia, Chris Muto, Christina Hendricks, Craig Baxley Jr, Dieter Busch, James Biberi, Jeff Wolfe, Jimmy Hart, Joe Bucaro III, Joe Pingue, John Pyper-Ferguson, Kaden Leos, Kenny Richards, Laurene Landon, Mara LaFontaine, Oscar Isaac, Rachel Dik, Ralph Lawler, Rio Ahn, Ron Perlman, Russ Tamblyn, Ryan Gosling, Steven Knoll, Teonee Thrash, Tiara Parker, Tim Trella, Tina Huang",Bold Films|FilmDistrict|Marc Platt Productions|Motel Movies|Newbridge Film Capital|OddLot Entertainment,data/posters\1000076.jpg
1000077,Donnie Darko,2001.0,114.0,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",3.97,Drama|Fantasy|Mystery,"Alex Greenwald, Alison Jones, Arthur Taxier, Ashley Tisdale, Beth Grant, Carly Naples, Daveigh Chase, David Moreland, David St. James, Drew Barrymore, Fran Kranz, Gary Lundy, Holmes Osborne, Jack Salvatore, Jr., Jake Gyllenhaal, James Duval, Jazzie Mahannah, Jena Malone, Jerry Trainor, Joan Blair, Jolene Purdy, Katharine Ross, Kristina Malota, Lee Weaver, Lisa K. Wyatt, Maggie Gyllenhaal, Marina Malota, Mark Hoffman, Mary McDonnell, Noah Wyle, Patience Cleveland, Patrick Swayze, Phyllis Lyons, Rachel Winfree, Sarah Hudson, Scotty Leavenworth, Seth Rogen, Stuart Stone, Tiler Peck, Tom Tangen",Adam Fields Productions|Flower Films|Gaylord Films|Pandora Cinema,data/posters\1000077.jpg
1000078,(500) Days of Summer,2009.0,95.0,"Tom, greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer, suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",3.66,Comedy|Drama|Romance,"Adam Emery, Alejandro Estornel, Alexandra Nicole Hulme, Anthony Marciona, Brandon Henschel, Bryan Anthony, Charles Walker, Cheryl Baxter, Chloë Grace Moretz, Chris Connell, Christian Vincent, Christopher Martinez, Clark Gregg, Cody Matthew Blymire, Darryl Alan Reed, Darryl Sivad, Eileen Álvarez, Gelsey Weiss, Geoffrey Arend, Gregory A. Thompson, Gustavo Carr, Ian Reed Kesler, Jacob Stroop, Jamie Shea, Jason Robinson, Jean-Paul Vignon, Jennifer Hamilton, Jennifer Hetrick, Jennifer Lee Keyes, John Jacquet Jr., John Mackie, John R. Corella, Joseph Gordon-Levitt, Jull Weber, Kathryn Weisbeck, Katie Malia, Kenneth Hughes, Kevin Michael, Maile Flanagan, Matthew Gray Gubler, Michael Bodie, Michael Higgins, Minka Kelly, Nadine Ellis, Natalie Boren, Nathan Prevost, Nathaniel Flatt, Nicole Vicius, Olivia Howard Bagg, Patricia Belcher, Pleasant Wayne, Rachel Boston, Rebecca Lin, Reshma Gajjar, Richard McGonagle, Ryan Thomas, Samantha Krutzfeldt, Sid Wilner, Sybil Azur, Tiffany Granath, Tim Lacatena, Tracy Phillips, Valente Rodriguez, Vivian Nixon, Yvette Nicole Brown, Zooey Deschanel",Dune Entertainment III|Fox Searchlight Pictures|Watermark Pictures,data/posters\1000078.jpg
